tract,ZIPCODE
183222,90041
183402,90041
186100,90041
186201,90041
186202,90041
300902,90041
302104,90041
181500,90042
181600,90042
183101,90042
183103,90042
183104,90042
183220,90042
183221,90042
183222,90042
183300,90042
183401,90042
183402,90042
183510,90042
183520,90042
183610,90042
183620,90042
183701,90042
183702,90042
183810,90042
183820,90042
185100,90042
186201,90042
186203,90042
199300,90042
201302,90042
463800,90042
234501,90043
234502,90043
234600,90043
234700,90043
234800,90043
234901,90043
234902,90043
235100,90043
235201,90043
235202,90043
600911,90043
703100,90043
703200,90043
232600,90044
232700,90044
237101,90044
237102,90044
237201,90044
237401,90044
237402,90044
237500,90044
237600,90044
237710,90044
237720,90044
237800,90044
238000,90044
238200,90044
238310,90044
238320,90044
238400,90044
240300,90044
240401,90044
240402,90044
241201,90044
241202,90044
241300,90044
291110,90044
600100,90044
600201,90044
600202,90044
600302,90044
600303,90044
600304,90044
602801,90044
602802,90044
276000,90045
276100,90045
276400,90045
276500,90045
276601,90045
276604,90045
277000,90045
277100,90045
277200,90045
277400,90045
278001,90045
601302,90045
601401,90045
602200,90045
703001,90045
703002,90045
980028,90045
143700,90046
143800,90046
143901,90046
189800,90046
189902,90046
189903,90046
189904,90046
189905,90046
190100,90046
192001,90046
192002,90046
194101,90046
194102,90046
194200,90046
194300,90046
194401,90046
194402,90046
261101,90046
700101,90046
700102,90046
700200,90046
700300,90046
232500,90047
234700,90047
234800,90047
235201,90047
237201,90047
237202,90047
237300,90047
237402,90047
237800,90047
237900,90047
238000,90047
238100,90047
238200,90047
238400,90047
600201,90047
600202,90047
600302,90047
600400,90047
600601,90047
602700,90047
602801,90047
602802,90047
194401,90048
194402,90048
194500,90048
214600,90048
214700,90048
214800,90048
214901,90048
214902,90048
216300,90048
216800,90048
700400,90048
139702,90049
141500,90049
141600,90049
262200,90049
262301,90049
262302,90049
262303,90049
262400,90049
262802,90049
264000,90049
264102,90049
264103,90049
264301,90049
264302,90049
265410,90049
265420,90049
701100,90049
701601,90049
183300,90050
207103,90051
239330,90052
207400,90053
207103,90054
207710,90055
235100,90056
236000,90056
276100,90056
601301,90056
703001,90056
703002,90056
703100,90056
208401,90057
208402,90057
208501,90057
208502,90057
208610,90057
208620,90057
208710,90057
208720,90057
208801,90057
208802,90057
208902,90057
208903,90057
208904,90057
209401,90057
209402,90057
209403,90057
211120,90057
211121,90057
212204,90057
206031,90058
226001,90058
227010,90058
228100,90058
228800,90058
228900,90058
532304,90058
532400,90058
532500,90058
532603,90058
532700,90058
239330,90059
240800,90059
240900,90059
241001,90059
241002,90059
242000,90059
242600,90059
242700,90059
243000,90059
243100,90059
540300,90059
540400,90059
540501,90059
540600,90059
540700,90059
540800,90059
541100,90059
541200,90059
207103,90060
240800,90061
240900,90061
241001,90061
241002,90061
241110,90061
241120,90061
241201,90061
241202,90061
241300,90061
241400,90061
291110,90061
291120,90061
291130,90061
540800,90061
540901,90061
540902,90061
541200,90061
231300,90062
231400,90062
231500,90062
231600,90062
232200,90062
232300,90062
232400,90062
232500,90062
232600,90062
234000,90062
234501,90062
234502,90062
234600,90062
201402,90063
201700,90063
203100,90063
203200,90063
203800,90063
203900,90063
204110,90063
204120,90063
204300,90063
530601,90063
530602,90063
530700,90063
530801,90063
530802,90063
530901,90063
530902,90063
531000,90063
531101,90063
531102,90063
531201,90063
531503,90063
267100,90064
267200,90064
267600,90064
267700,90064
267800,90064
267902,90064
269000,90064
269300,90064
271100,90064
271200,90064
271300,90064
271500,90064
271600,90064
271701,90064
271702,90064
181300,90065
185100,90065
185202,90065
185203,90065
185204,90065
185310,90065
185320,90065
186100,90065
186201,90065
186202,90065
186203,90065
186301,90065
186302,90065
186401,90065
186403,90065
186404,90065
187102,90065
199000,90065
199400,90065
271400,90066
271500,90066
271600,90066
271801,90066
271901,90066
271902,90066
272100,90066
272201,90066
272202,90066
272301,90066
272302,90066
273100,90066
273700,90066
273800,90066
275102,90066
275200,90066
275302,90066
275311,90066
275400,90066
275500,90066
275602,90066
275603,90066
702802,90066
702803,90066
265700,90067
267100,90067
267901,90067
143700,90068
143800,90068
189300,90068
189400,90068
189500,90068
189600,90068
189701,90068
189702,90068
194101,90068
980009,90068
194200,90069
194300,90069
194402,90069
700300,90069
700400,90069
700501,90069
700502,90069
211701,90070
207502,90071
207710,90071
190901,90072
701100,90073
207710,90074
211802,90075
211802,90076
141600,90077
261200,90077
262100,90077
262200,90077
265100,90077
265301,90077
190700,90078
207900,90079
207710,90081
231900,90082
276100,90083
207710,90084
207103,90086
207103,90087
221820,90089
222700,90089
231100,90089
980010,90090
532303,90091
190700,90093
275602,90094
265301,90095
532304,90201
533203,90201
533601,90201
533602,90201
533603,90201
533803,90201
533804,90201
533805,90201
533806,90201
533901,90201
533902,90201
534001,90201
534002,90201
534101,90201
534102,90201
534201,90201
534202,90201
534203,90201
534301,90201
534302,90201
534403,90201
534404,90201
534405,90201
534406,90201
550700,90201
533601,90202
700801,90209
141700,90210
143901,90210
143902,90210
194300,90210
261101,90210
261102,90210
261200,90210
262100,90210
700501,90210
700600,90210
700700,90210
700801,90210
700801,90211
700802,90211
700901,90211
700902,90211
269000,90212
269100,90212
700700,90212
700801,90212
700902,90212
701000,90212
700801,90213
541100,90220
542501,90220
542502,90220
542602,90220
542700,90220
542800,90220
542900,90220
543000,90220
543100,90220
543201,90220
543202,90220
543305,90220
543321,90220
980025,90220
541603,90221
541604,90221
541605,90221
541606,90221
541700,90221
541801,90221
541802,90221
542000,90221
542103,90221
542104,90221
542105,90221
542106,90221
542200,90221
542401,90221
542402,90221
543305,90221
544001,90221
570402,90221
570403,90221
540502,90222
540600,90222
540700,90222
540800,90222
541200,90222
541300,90222
541400,90222
541500,90222
541603,90222
541604,90222
542601,90222
542602,90222
542700,90222
542800,90222
542502,90223
542401,90224
275101,90230
275102,90230
275500,90230
275602,90230
275603,90230
702501,90230
702502,90230
702600,90230
702700,90230
702801,90230
702802,90230
703001,90230
703002,90230
702600,90231
269903,90232
269905,90232
270100,90232
270200,90232
702400,90232
702501,90232
702502,90232
702801,90232
551102,90239
534002,90240
550500,90240
550601,90240
550602,90240
550700,90240
550800,90240
550902,90240
551000,90240
550400,90241
550800,90241
550901,90241
550902,90241
551000,90241
551101,90241
551102,90241
551201,90241
551202,90241
551300,90241
551401,90241
551402,90241
551501,90241
551502,90241
551101,90242
551102,90242
551201,90242
551202,90242
551401,90242
551501,90242
551502,90242
551600,90242
551700,90242
551800,90242
553400,90242
553504,90242
602302,90245
620001,90245
620002,90245
620101,90245
620102,90245
980013,90245
980028,90245
980030,90245
291110,90247
291120,90247
291130,90247
291210,90247
291220,90247
602802,90247
602900,90247
603001,90247
603004,90247
603005,90247
603006,90247
603101,90247
603102,90247
603301,90247
603302,90247
603400,90247
603600,90247
650001,90247
291120,90248
291130,90248
291210,90248
291220,90248
291300,90248
292000,90248
540902,90248
541001,90248
541002,90248
541100,90248
543000,90248
543100,90248
543400,90248
543501,90248
603102,90248
603200,90248
603302,90248
650101,90248
650200,90248
602600,90249
602802,90249
602900,90249
603001,90249
603005,90249
603006,90249
603400,90249
603500,90249
603600,90249
603702,90249
603704,90249
602002,90250
602103,90250
602104,90250
602105,90250
602106,90250
602200,90250
602301,90250
602302,90250
602402,90250
602403,90250
602404,90250
602504,90250
602505,90250
602506,90250
602507,90250
602508,90250
602509,90250
602700,90250
603702,90250
603703,90250
603704,90250
603801,90250
603900,90250
980028,90250
602106,90251
620702,90254
620904,90254
621001,90254
621002,90254
621004,90254
621102,90254
621104,90254
621204,90254
532500,90255
532603,90255
532604,90255
532605,90255
532606,90255
533103,90255
533104,90255
533105,90255
533106,90255
533107,90255
533201,90255
533202,90255
533203,90255
533501,90255
533502,90255
533503,90255
534301,90255
534403,90255
534501,90255
534502,90255
534700,90255
534802,90255
534803,90255
534804,90255
534900,90255
535300,90255
535501,90255
602302,90260
603702,90260
603704,90260
603801,90260
603802,90260
603900,90260
604001,90260
604002,90260
604100,90260
602302,90261
535605,90262
536104,90262
540000,90262
540101,90262
540102,90262
540201,90262
540202,90262
540203,90262
540300,90262
540501,90262
540502,90262
541700,90262
541801,90262
541802,90262
800410,90263
800408,90264
800102,90265
800326,90265
800330,90265
800406,90265
800408,90265
800410,90265
800504,90265
800506,90265
7300,90265
620201,90266
620301,90266
620303,90266
620305,90266
620400,90266
620800,90266
620901,90266
620904,90266
621002,90266
980030,90266
620901,90267
532304,90270
533300,90270
533401,90270
533402,90270
533403,90270
533501,90270
533601,90270
533701,90270
533702,90270
533703,90270
262400,90272
262501,90272
262601,90272
262604,90272
262704,90272
262706,90272
262802,90272
980019,90272
651302,90274
670201,90274
670202,90274
670324,90274
670326,90274
670328,90274
670403,90274
670405,90274
670406,90274
670411,90274
670413,90274
670500,90274
670602,90274
670702,90274
296300,90275
296401,90275
670324,90275
670326,90275
670403,90275
670405,90275
670406,90275
670407,90275
670411,90275
670413,90275
670416,90275
670500,90275
670602,90275
670701,90275
670702,90275
621104,90277
621201,90277
621204,90277
621301,90277
621324,90277
621326,90277
621400,90277
651302,90277
651304,90277
620501,90278
620521,90278
620522,90278
620601,90278
620602,90278
620701,90278
620702,90278
620800,90278
621102,90278
621201,90278
650300,90278
650501,90278
534301,90280
534501,90280
535501,90280
535502,90280
535503,90280
535603,90280
535604,90280
535605,90280
535606,90280
535607,90280
535701,90280
535702,90280
535802,90280
535803,90280
535804,90280
535901,90280
535902,90280
536000,90280
536102,90280
536103,90280
536104,90280
536200,90280
540101,90280
540201,90280
540202,90280
540300,90280
551501,90280
551600,90280
553601,90280
553602,90280
800101,90290
800102,90290
800506,90290
273100,90291
273200,90291
273300,90291
273402,90291
273502,90291
273600,90291
273700,90291
273800,90291
273902,90291
274100,90291
702803,90291
273902,90292
274100,90292
274202,90292
275302,90292
275400,90292
702803,90292
702901,90292
276601,90293
276603,90293
276604,90293
278102,90293
980028,90293
273502,90294
702901,90295
278102,90296
600702,90301
600902,90301
601001,90301
601002,90301
601100,90301
601202,90301
601211,90301
601212,90301
601302,90301
601401,90301
601402,90301
600902,90302
600911,90302
600912,90302
601211,90302
601301,90302
601302,90302
601303,90302
703002,90302
600501,90303
600502,90303
600601,90303
600602,90303
600702,90303
601700,90303
601801,90303
601802,90303
601900,90303
602002,90303
602003,90303
602004,90303
602509,90303
601100,90304
601202,90304
601402,90304
601501,90304
601502,90304
601600,90304
601700,90304
601801,90304
601802,90304
602103,90304
602104,90304
602200,90304
235202,90305
600702,90305
600703,90305
600704,90305
600801,90305
600802,90305
601001,90306
601001,90307
601001,90308
600902,90309
600502,90310
701402,90401
701501,90401
701502,90401
701702,90401
701802,90401
701902,90401
262706,90402
262802,90402
264000,90402
264302,90402
701201,90402
701202,90402
701304,90402
701201,90403
701202,90403
701302,90403
701304,90403
701402,90403
701501,90403
701502,90403
701601,90403
701602,90403
701502,90404
701602,90404
701701,90404
701702,90404
701801,90404
701802,90404
701902,90404
702300,90404
271300,90405
273100,90405
273300,90405
273402,90405
701801,90405
701802,90405
701902,90405
702002,90405
702102,90405
702201,90405
702202,90405
702300,90405
701902,90406
701501,90408
702102,90409
292000,90501
293201,90501
293202,90501
293302,90501
543602,90501
650401,90501
650800,90501
650901,90501
650902,90501
651001,90501
651002,90501
670001,90501
980005,90501
292000,90502
543501,90502
543502,90502
543503,90502
543602,90502
620702,90503
650401,90503
650501,90503
650502,90503
650602,90503
650603,90503
650604,90503
650605,90503
650701,90503
650702,90503
650800,90503
650901,90503
980005,90503
603400,90504
603600,90504
603702,90504
604100,90504
620602,90504
650001,90504
650003,90504
650004,90504
650101,90504
650102,90504
650200,90504
650300,90504
980005,90504
650701,90505
650702,90505
650800,90505
651002,90505
651101,90505
651102,90505
651201,90505
651221,90505
651222,90505
651302,90505
651304,90505
651401,90505
651402,90505
670003,90505
603702,90506
650901,90507
650901,90508
650800,90510
408302,90601
408303,90601
408402,90601
500300,90601
500403,90601
501002,90601
501200,90601
501300,90601
501400,90601
501501,90601
501503,90601
501504,90601
501600,90601
502100,90601
500202,90602
501400,90602
501504,90602
501600,90602
501700,90602
501802,90602
501803,90602
501804,90602
501900,90602
502003,90602
502004,90602
502005,90602
502100,90602
502902,90602
500201,90603
500202,90603
503301,90603
503302,90603
503401,90603
503402,90603
503501,90603
503103,90604
503104,90604
503105,90604
503106,90604
503201,90604
503202,90604
503302,90604
503501,90604
503502,90604
503701,90604
503702,90604
500202,90605
501600,90605
501700,90605
501802,90605
501900,90605
502005,90605
502901,90605
502902,90605
503000,90605
503103,90605
503104,90605
503105,90605
503202,90605
503301,90605
503302,90605
504102,90605
501001,90606
501002,90606
501200,90606
501300,90606
502003,90606
502004,90606
502100,90606
502200,90606
502301,90606
502302,90606
502700,90606
501700,90607
501504,90608
503402,90609
86801,90620
86803,90620
110110,90620
110201,90620
110202,90620
110203,90620
110301,90620
110302,90620
110303,90620
110304,90620
110401,90620
110402,90620
110500,90620
1801,90621
110302,90621
110401,90621
110500,90621
110603,90621
110604,90621
110606,90621
110607,90621
110303,90622
554519,90623
110102,90623
110111,90623
110115,90623
110116,90623
110301,90623
110304,90623
555103,90630
110001,90630
110010,90630
110011,90630
110015,90630
110102,90630
110104,90630
110106,90630
110109,90630
110110,90630
110111,90630
110113,90630
110114,90630
110117,90630
110118,90630
110202,90630
110304,90630
408703,90631
500100,90631
500201,90631
1101,90631
1102,90631
1103,90631
1201,90631
1202,90631
1301,90631
1303,90631
1304,90631
1401,90631
1402,90631
1403,90631
1404,90631
1501,90631
1601,90631
1705,90631
1707,90631
1708,90631
1708,90632
1404,90633
503802,90637
503105,90638
503106,90638
503601,90638
503602,90638
503702,90638
503703,90638
503801,90638
503802,90638
503901,90638
503902,90638
504001,90638
504002,90638
504101,90638
110500,90638
110604,90638
504001,90639
482522,90640
482800,90640
502500,90640
530003,90640
530004,90640
530005,90640
530006,90640
530101,90640
530102,90640
530202,90640
530203,90640
530204,90640
531800,90640
531902,90640
532001,90640
532002,90640
532101,90640
532102,90640
532200,90640
532303,90640
504102,90650
550000,90650
550100,90650
550201,90650
550202,90650
550300,90650
551900,90650
552001,90650
552002,90650
552100,90650
552200,90650
552301,90650
552302,90650
552400,90650
552601,90650
552602,90650
552700,90650
552800,90650
552900,90650
553000,90650
554600,90650
554700,90650
552100,90651
550100,90652
500300,90660
500402,90660
500403,90660
500404,90660
500500,90660
500600,90660
500700,90660
500800,90660
500900,90660
502401,90660
502402,90660
502500,90660
502601,90660
502602,90660
530101,90660
502602,90662
502302,90670
502700,90670
502801,90670
502802,90670
502902,90670
503000,90670
504101,90670
504102,90670
550000,90670
550201,90670
552200,90670
87801,90680
87802,90680
87803,90680
87805,90680
87901,90680
87902,90680
88101,90680
88104,90680
88105,90680
88106,90680
110113,90680
110203,90680
554514,90701
554515,90701
554516,90701
554801,90701
554802,90701
554900,90701
554802,90702
504102,90703
552602,90703
553000,90703
554406,90703
554511,90703
554512,90703
554513,90703
554514,90703
554515,90703
554516,90703
554517,90703
554518,90703
554519,90703
554521,90703
554522,90703
554600,90703
554801,90703
554900,90703
570901,90703
599100,90704
553100,90706
553200,90706
553300,90706
554001,90706
554002,90706
554101,90706
554103,90706
554104,90706
554105,90706
554201,90706
554203,90706
554204,90706
554301,90706
554302,90706
554403,90706
554404,90706
554405,90706
554406,90706
570001,90706
554203,90707
293301,90710
293302,90710
293304,90710
293306,90710
293307,90710
294410,90710
294421,90710
543603,90710
670100,90710
980015,90710
570800,90711
570002,90712
570003,90712
570701,90712
570702,90712
570800,90712
571300,90712
571400,90712
571503,90712
570001,90713
570002,90713
570800,90713
570901,90713
570902,90713
571000,90713
571101,90713
571102,90713
571200,90713
573601,90713
570800,90714
555001,90715
555002,90715
555102,90715
555103,90715
555104,90715
555002,90716
555102,90716
555104,90716
555211,90716
555212,90716
293302,90717
293304,90717
293306,90717
293307,90717
651001,90717
651101,90717
651401,90717
670001,90717
670002,90717
670003,90717
670100,90717
670201,90717
670701,90717
980015,90717
110006,90720
110007,90720
110008,90720
110014,90720
110015,90720
110106,90720
110108,90720
110113,90720
110117,90720
110108,90721
536200,90723
542106,90723
553400,90723
553502,90723
553503,90723
553504,90723
553601,90723
553602,90723
553701,90723
553702,90723
553801,90723
553802,90723
553901,90723
553902,90723
295103,90731
296210,90731
296220,90731
296300,90731
296402,90731
296500,90731
296600,90731
296901,90731
296902,90731
297000,90731
297110,90731
297120,90731
297201,90731
297202,90731
297300,90731
297500,90731
297601,90731
297602,90731
609900,90731
980015,90731
980031,90731
980033,90731
295103,90732
296300,90732
296401,90732
296402,90732
297000,90732
297300,90732
297400,90732
297500,90732
609900,90732
670701,90732
670702,90732
980015,90732
297110,90733
670701,90734
99502,90740
99504,90740
99509,90740
99510,90740
99511,90740
99512,90740
110007,90740
110008,90740
110012,90740
110015,90740
99506,90742
99506,90743
294110,90744
294120,90744
294200,90744
294301,90744
294302,90744
294410,90744
294510,90744
294520,90744
294610,90744
294620,90744
294701,90744
294810,90744
294820,90744
294830,90744
294900,90744
980002,90744
980014,90744
980015,90744
980031,90744
294110,90745
543306,90745
543501,90745
543601,90745
543604,90745
543701,90745
543702,90745
543703,90745
543801,90745
543802,90745
543903,90745
543905,90745
980002,90745
541002,90746
543100,90746
543304,90746
543305,90746
543306,90746
543321,90746
543322,90746
543400,90746
980025,90746
543321,90747
294610,90748
543802,90749
572202,90755
573300,90755
573401,90755
573402,90755
573403,90755
575001,90755
980018,90755
576200,90801
575901,90802
575902,90802
576001,90802
576200,90802
576501,90802
576502,90802
576503,90802
576601,90802
576602,90802
576801,90802
980033,90802
576602,90803
576700,90803
576801,90803
577100,90803
577200,90803
577300,90803
577400,90803
577501,90803
577504,90803
577602,90803
577603,90803
577604,90803
980007,90803
573403,90804
574800,90804
574902,90804
575001,90804
575002,90804
575101,90804
575102,90804
575103,90804
576801,90804
576802,90804
576901,90804
576903,90804
576904,90804
577000,90804
577100,90804
577602,90804
577603,90804
542402,90805
543305,90805
570100,90805
570202,90805
570203,90805
570204,90805
570301,90805
570303,90805
570304,90805
570402,90805
570403,90805
570404,90805
570501,90805
570502,90805
570601,90805
570602,90805
570603,90805
570701,90805
571502,90805
571503,90805
571600,90805
571701,90805
571703,90805
571704,90805
571800,90805
572100,90806
572201,90806
572202,90806
573002,90806
573003,90806
573004,90806
573100,90806
573201,90806
573202,90806
573300,90806
573401,90806
574202,90806
575101,90806
575201,90806
575202,90806
575300,90806
575401,90806
575402,90806
980018,90806
571400,90807
571502,90807
571503,90807
571504,90807
571800,90807
571900,90807
572001,90807
572002,90807
572201,90807
980018,90807
555002,90808
555202,90808
570800,90808
571200,90808
573601,90808
573700,90808
573800,90808
573902,90808
574000,90808
574100,90808
980006,90808
980018,90808
110108,90808
574202,90809
543306,90810
544001,90810
544002,90810
571701,90810
571800,90810
572301,90810
572302,90810
572400,90810
572500,90810
572600,90810
572700,90810
572800,90810
572900,90810
575500,90810
980002,90810
980014,90810
980025,90810
575101,90813
575102,90813
575201,90813
575202,90813
575300,90813
575401,90813
575402,90813
575500,90813
575801,90813
575802,90813
575803,90813
575902,90813
576200,90813
576301,90813
576302,90813
576401,90813
576402,90813
576403,90813
